title,rating,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Avexir Core 32 GB,None,None,DDR3-1600,4 x 8GB,None,Black / Blue,12.5 ns,10
ADATA XPG V2 16 GB,5.0,None,DDR3-1600,2 x 8GB,None,Black / Silver,11.25 ns,9
ADATA XPG V2 16 GB,4.5,None,DDR3-2400,2 x 8GB,None,Black / Silver,9.167 ns,11
ADATA XPG V2 8 GB,None,None,DDR3-2600,2 x 4GB,None,Black / Yellow,8.462 ns,11
ADATA XPG V2 16 GB,None,None,DDR3-2600,2 x 8GB,None,Black / Silver,8.462 ns,11
ADATA XPG V2 8 GB,None,None,DDR3-2800,2 x 4GB,None,Black / Yellow,7.857 ns,11
GeIL EVO VELOCE 16 GB,None,None,DDR3-2133,2 x 8GB,None,Red / Silver,9.376 ns,10
Kingston KTD-L3CL/4G 4 GB,None,$33.75,DDR3-1600,1 x 4GB,$8.438,Green,13.75 ns,11
G.Skill Trident X 8 GB,None,None,DDR3-2800,2 x 4GB,None,None,8.571 ns,12
G.Skill Trident X 8 GB,None,None,DDR3-3000,2 x 4GB,None,None,8 ns,12
Mushkin Stealth 16 GB,None,None,DDR3-2800,4 x 4GB,None,None,8.571 ns,12
Mushkin Stealth 16 GB,None,None,DDR3-2800,4 x 4GB,None,None,8.571 ns,12
Mushkin Stealth 8 GB,None,None,DDR3-2800,2 x 4GB,None,None,8.571 ns,12
Mushkin Stealth 8 GB,None,None,DDR3-2800,2 x 4GB,None,None,8.571 ns,12
G.Skill Ripjaws X 16 GB,None,None,DDR3-2133,4 x 4GB,None,None,8.439 ns,9
Kingston KVR13N9S8HK2/8 8 GB,4.0,None,DDR3-1333,2 x 4GB,None,Green,13.503 ns,9
Crucial Ballistix Sport 8 GB,None,$59.90,DDR3-1600,2 x 4GB,$7.487,None,11.25 ns,9
Crucial Ballistix Sport 4 GB,None,$31.45,DDR3-1600,1 x 4GB,$7.862,Black / Silver,11.25 ns,9
Crucial Ballistix Sport 8 GB,None,None,DDR3-1600,1 x 8GB,None,Black / Silver,11.25 ns,9
G.Skill F3-1333C9D-8GSL 8 GB,None,None,DDR3-1333,2 x 4GB,None,None,13.503 ns,9
G.Skill F3-1333C9S-4GSL 4 GB,None,None,DDR3-1333,1 x 4GB,None,Green,13.503 ns,9
G.Skill F3-1333C9S-8GSL 8 GB,None,None,DDR3-1333,1 x 8GB,None,None,13.503 ns,9
ADATA XPG Gaming 8 GB,5.0,None,DDR3-1600,1 x 8GB,None,Black / Silver,11.25 ns,9
G.Skill F3-1333C9D-16GSL 16 GB,None,None,DDR3-1333,2 x 8GB,None,None,13.503 ns,9
Patriot Viper 3 16 GB,None,None,DDR3-1600,2 x 8GB,None,Black / Blue,12.5 ns,10
TEAMGROUP Dark 16 GB,None,None,DDR3-1600,2 x 8GB,None,None,11.25 ns,9
TEAMGROUP Dark 8 GB,None,None,DDR3-1600,2 x 4GB,None,None,11.25 ns,9
TEAMGROUP Dark 8 GB,None,None,DDR3-1866,2 x 4GB,None,None,9.646 ns,9
TEAMGROUP TED38192M1333C9 8 GB,None,None,DDR3-1333,1 x 8GB,None,None,13.503 ns,9
TEAMGROUP Elite 8 GB,None,None,DDR3-1333,2 x 4GB,None,None,13.503 ns,9
TEAMGROUP TED38192M1600HC11DC 8 GB,4.0,None,DDR3-1600,2 x 4GB,None,Red / Silver,13.75 ns,11
TEAMGROUP Elite 8 GB,4.5,None,DDR3-1600,1 x 8GB,None,None,13.75 ns,11
TEAMGROUP Elite 2 GB,None,None,DDR2-667,1 x 2GB,None,None,14.993 ns,5
TEAMGROUP Elite 2 GB,None,None,DDR2-667,1 x 2GB,None,None,14.993 ns,5
TEAMGROUP TEDD2048M800HC5 2 GB,None,None,DDR2-800,1 x 2GB,None,None,12.5 ns,5
TEAMGROUP Elite 4 GB,None,None,DDR2-667,2 x 2GB,None,None,14.993 ns,5
TEAMGROUP Elite 4 GB,None,None,DDR2-800,2 x 2GB,None,None,12.5 ns,5
TEAMGROUP Vulcan 16 GB,None,None,DDR3-1600,2 x 8GB,None,None,12.5 ns,10
TEAMGROUP Vulcan 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,None,11.25 ns,9
TEAMGROUP Vulcan 8 GB,None,None,DDR3-2400,2 x 4GB,None,None,8.333 ns,10
TEAMGROUP Vulcan 8 GB,4.0,None,DDR3-1600,2 x 4GB,None,None,11.25 ns,9
TEAMGROUP TLD316G1600HC10ADC01 16 GB,None,None,DDR3-1600,2 x 8GB,None,Black / Red,12.5 ns,10
TEAMGROUP Vulcan 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,Orange,11.25 ns,9
TEAMGROUP Vulcan 16 GB,4.5,None,DDR3-1600,2 x 8GB,None,None,11.25 ns,9
TEAMGROUP Xtreem Dark 16 GB,None,None,DDR3-1600,4 x 4GB,None,None,11.25 ns,9
TEAMGROUP TXD316G1866HC9KQC-D 16 GB,None,None,DDR3-1866,4 x 4GB,None,None,9.646 ns,9
TEAMGROUP Xtreem LV 16 GB,None,None,DDR3-2133,2 x 8GB,None,None,10.314 ns,11
TEAMGROUP TXD316G2133HC11QC-L 16 GB,None,None,DDR3-2133,4 x 4GB,None,None,10.314 ns,11
TEAMGROUP Xtreem LV 16 GB,4.5,None,DDR3-2400,2 x 8GB,None,None,8.333 ns,10
TEAMGROUP Xtreem 16 GB,5.0,None,DDR3-2666,2 x 8GB,None,None,8.252 ns,11
TEAMGROUP Xtreem Dark 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,Black / Silver,11.25 ns,9
TEAMGROUP Xtreem LV 8 GB,None,None,DDR3-2400,2 x 4GB,None,None,8.333 ns,10
TEAMGROUP Xtreem 8 GB,None,None,DDR3-2666,2 x 4GB,None,Black / Red,8.252 ns,11
Avexir Core 8 GB,None,None,DDR3-1600,2 x 4GB,None,Black / Yellow,11.25 ns,9
G.Skill Trident X 16 GB,None,None,DDR3-2933,4 x 4GB,None,None,8.183 ns,12
Patriot Viper 3 16 GB,None,None,DDR3-2133,2 x 8GB,None,None,10.314 ns,11
Patriot Viper 3 8 GB,4.0,None,DDR3-1866,2 x 4GB,None,None,9.646 ns,9
ADATA XPG Gaming 4 GB,5.0,None,DDR3-1600,1 x 4GB,None,Black / Silver,11.25 ns,9
G.Skill F3-1600C11D-16GSL 16 GB,None,None,DDR3-1600,2 x 8GB,None,Green,13.75 ns,11
G.Skill F3-1600C11S-4GSL 4 GB,None,None,DDR3-1600,1 x 4GB,None,None,13.75 ns,11
G.Skill F3-1600C9S-4GSL 4 GB,None,$20.00,DDR3-1600,1 x 4GB,$5.000,None,11.25 ns,9
Wintec AMPX 8 GB,None,None,DDR3-1600,2 x 4GB,None,Black / Silver,11.25 ns,9
Wintec Value 4 GB,None,None,DDR3-1600,1 x 4GB,None,Green,11.25 ns,9
Avexir Standard 8 GB,None,None,DDR3-1333,2 x 4GB,None,Black / Silver,13.503 ns,9
Avexir Core 8 GB,4.0,None,DDR3-1333,1 x 8GB,None,Black / Blue,13.503 ns,9
Avexir Platinum 8 GB,None,None,DDR3-1333,1 x 8GB,None,Black,13.503 ns,9
Avexir Core 16 GB,None,None,DDR3-1333,2 x 8GB,None,Black / Blue,13.503 ns,9
Avexir Standard 16 GB,None,None,DDR3-1333,2 x 8GB,None,Black / Silver,13.503 ns,9
Avexir Core 8 GB,None,None,DDR3-1600,2 x 4GB,None,Black / Orange,11.25 ns,9
Avexir MPower 16 GB,None,None,DDR3-1600,2 x 8GB,None,Black / Yellow,12.5 ns,10
Avexir Core 16 GB,None,None,DDR3-1866,4 x 4GB,None,Black / Blue,9.646 ns,9
Avexir Core 8 GB,None,None,DDR3-2000,2 x 4GB,None,Black / Blue,9 ns,9
Avexir Core 16 GB,None,None,DDR3-2000,4 x 4GB,None,Black / Blue,9 ns,9
Corsair Vengeance Pro 32 GB,5.0,None,DDR3-1600,4 x 8GB,None,Black / Blue,11.25 ns,9
Crucial Ballistix Sport 16 GB,None,None,DDR3-1866,2 x 8GB,None,None,10.718 ns,10
Crucial Ballistix Sport 8 GB,None,None,DDR3-1866,1 x 8GB,None,Black / Silver,10.718 ns,10
G.Skill F3-1600C11S-8GSL 8 GB,None,None,DDR3-1600,1 x 8GB,None,None,13.75 ns,11
Patriot Viper 3 16 GB,5.0,None,DDR3-1866,2 x 8GB,None,Black / Blue,10.718 ns,10
Patriot Viper 3 8 GB,5.0,None,DDR3-1600,2 x 4GB,None,Black / Blue,11.25 ns,9
Patriot Viper 3 8 GB,None,None,DDR3-2133,2 x 4GB,None,None,10.314 ns,11
Crucial Ballistix Sport 8 GB,None,None,DDR3-1866,2 x 4GB,None,None,10.718 ns,10
GeIL GeIL EVO VELOCE 8GB (2 x 4GB) 8 GB,5.0,None,DDR3-1866,2 x 4GB,None,Red / Silver,9.646 ns,9
Mushkin Blackline 16 GB,None,None,DDR3-2666,4 x 4GB,None,None,9.002 ns,12
Mushkin Stealth 16 GB,None,None,DDR3-2666,4 x 4GB,None,None,9.002 ns,12
Mushkin Blackline RADIOACTIVE 16 GB,None,None,DDR3-2666,4 x 4GB,None,None,9.002 ns,12
Mushkin Blackline 8 GB,None,None,DDR3-2666,2 x 4GB,None,None,9.002 ns,12
Mushkin Stealth 8 GB,None,None,DDR3-2666,2 x 4GB,None,None,9.002 ns,12
Mushkin Blackline RADIOACTIVE 8 GB,None,None,DDR3-2666,2 x 4GB,None,Yellow / Black,9.002 ns,12
VisionTek 900392 2 GB,None,None,DDR3-1600,1 x 2GB,None,Black,11.25 ns,9
VisionTek Black Label 4 GB,None,None,DDR3-1600,1 x 4GB,None,Black,11.25 ns,9
VisionTek 900408 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,Black,11.25 ns,9
Kingston KVR13S9S8K2/8 8 GB,None,$42.00,DDR3-1333,1 x 8GB,$5.250,Green,13.503 ns,9
G.Skill Ripjaws 8 GB,None,None,DDR3-1866,2 x 4GB,None,Black / Red,10.718 ns,10
G.Skill Ripjaws 4 GB,None,None,DDR3-1866,1 x 4GB,None,Black / Red,10.718 ns,10
Corsair CMSO16GX3M2C1600C11 16 GB,None,$84.98,DDR3-1600,2 x 8GB,$5.311,Green,11.25 ns,9
Corsair Vengeance 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,Black / Gold,11.25 ns,9
Patriot PV316G240C0KBL 16 GB,None,None,DDR3-2400,2 x 8GB,None,Black / Blue,8.333 ns,10
Avexir SODIMM 16 GB,None,None,DDR3-1333,2 x 8GB,None,Black / Green,13.503 ns,9
Avexir MSI Z77 MPOWER Optimized (Blue LED) 8GB 8 GB,5.0,None,DDR3-2133,2 x 4GB,None,Black / Yellow,8.439 ns,9
Avexir AVEXIR Core Series 8GB Kit 8 GB,None,None,DDR3-2800,4 x 2GB,None,Black / Blue,8.571 ns,12
G.Skill Ripjaws 16 GB,None,None,DDR3-1866,2 x 8GB,None,Black / Red,10.718 ns,10
G.Skill Ripjaws 8 GB,None,None,DDR3-1866,1 x 8GB,None,Black / Red,10.718 ns,10
Patriot Patriot Viper 3 4GB 4 GB,4.5,None,DDR3-1600,1 x 4GB,None,None,12.5 ns,10
Patriot Patriot Viper 3 8GB 8 GB,4.5,None,DDR3-1600,1 x 8GB,None,None,12.5 ns,10
AMD AE38G1609U2 8 GB,None,None,DDR3-1600,1 x 8GB,None,Black / Red,11.25 ns,9
Avexir Standard 8 GB,None,None,DDR3-1333,1 x 8GB,None,Black / Silver,13.503 ns,9
Corsair Vengeance Performance 8 GB,None,None,DDR3-1866,2 x 4GB,None,Black / Gold,10.718 ns,10
Corsair Vengeance Pro 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,None,11.25 ns,9
Avexir Standard 32 GB,None,None,DDR3-1600,4 x 8GB,None,Black / Silver,12.5 ns,10
Avexir Core Series 16 GB,None,None,DDR3-2800,4 x 4GB,None,Black / Blue,8.571 ns,12
Avexir Core Series 8 GB,None,None,DDR3-2933,2 x 4GB,None,Black / Blue,8.183 ns,12
Avexir Core Series 8 GB,None,None,DDR3-3000,2 x 4GB,None,Black / Blue,8 ns,12
ADATA XPG V2 8 GB,None,None,DDR3-3100,2 x 4GB,None,None,7.742 ns,12
OCZ OCZ2M8004GK 4 GB,None,$32.85,DDR2-800,2 x 2GB,$8.213,Green,12.5 ns,5
Avexir Core 8 GB,None,None,DDR3-3200,2 x 4GB,None,Black / Blue,8.125 ns,13
ADATA XPG V1.0 4 GB,5.0,None,DDR3-1600,1 x 4GB,None,Blue / Silver,13.75 ns,11
ADATA XPG V1.0 4 GB,4.5,None,DDR3-1600,1 x 4GB,None,None,11.25 ns,9
ADATA XPG V1.0 8 GB,4.5,None,DDR3-1600,1 x 8GB,None,Black / Silver,11.25 ns,9
Mushkin Blackline 32 GB,None,None,DDR3-1600,4 x 8GB,None,Black / White,11.25 ns,9
Mushkin Blackline 32 GB,None,None,DDR3-1866,4 x 8GB,None,Black / White,11.79 ns,11
Mushkin Redline 32 GB,None,None,DDR3-1866,4 x 8GB,None,Red / White,9.646 ns,9
Mushkin Blackline 16 GB,None,None,DDR3-2133,4 x 4GB,None,Black / White,9.376 ns,10
Mushkin Blackline 8 GB,None,None,DDR3-1600,2 x 4GB,None,Black / White,12.5 ns,10
Mushkin Blackline 8 GB,None,None,DDR3-1600,2 x 4GB,None,Black / White,11.25 ns,9
Mushkin Blackline 16 GB,None,None,DDR3-1600,2 x 8GB,None,Black / White,11.25 ns,9
Mushkin Blackline 16 GB,None,None,DDR3-1600,2 x 8GB,None,Black / White,12.5 ns,10
Mushkin Redline 16 GB,None,None,DDR3-1866,2 x 8GB,None,Red / White,10.718 ns,10
Mushkin Redline 16 GB,None,None,DDR3-1866,2 x 8GB,None,Black / White,9.646 ns,9
Mushkin Blackline 16 GB,None,None,DDR3-2133,2 x 8GB,None,Black / White,10.314 ns,11
Silicon Power SP004GBLTU133N02 4 GB,None,None,DDR3-1333,1 x 4GB,None,Black / Green,13.503 ns,9
Silicon Power SP008GBLTU133N02 8 GB,None,None,DDR3-1333,1 x 8GB,None,Black / Green,13.503 ns,9
TEAMGROUP R-DIMM 2 GB,None,None,DDR3-1600,1 x 2GB,None,Black / Green,13.75 ns,11
TEAMGROUP R-DIMM 4 GB,None,None,DDR3-1600,1 x 4GB,None,Black / Green,13.75 ns,11
TEAMGROUP Elite 8 GB,None,None,DDR3-1600,1 x 8GB,None,Silver,13.75 ns,11
Mushkin Redline 16 GB,None,None,DDR3-1866,4 x 4GB,None,Black / White,9.646 ns,9
Mushkin Redline 8 GB,5.0,None,DDR3-1866,2 x 4GB,None,Black / White,9.646 ns,9
Kingston KVR16E11/8HB 8 GB,None,None,DDR3-1600,1 x 8GB,None,Black / Green,13.75 ns,11
G.Skill Ripjaws 4 8 GB,5.0,None,DDR4-2133,2 x 4GB,None,Red,14.065 ns,15
G.Skill Ripjaws 4 32 GB,None,None,DDR4-2666,4 x 8GB,None,Black,11.253 ns,15
G.Skill Ripjaws 4 64 GB,None,None,DDR4-2666,8 x 8GB,None,Blue,12.003 ns,16
G.Skill Ripjaws 4 32 GB,None,None,DDR4-2800,4 x 8GB,None,Blue,10.714 ns,15
Mushkin Redline 4 GB,None,None,DDR4-3200,1 x 4GB,None,Red / White,10 ns,16
Mushkin Redline 4 GB,None,None,DDR4-3000,1 x 4GB,None,Red / White,10 ns,15
Mushkin Blackline 16 GB,None,None,DDR3-2133,4 x 4GB,None,Black / White,9.376 ns,10
Mushkin Redline 16 GB,None,None,DDR4-3200,4 x 4GB,None,Red / White,10 ns,16
Mushkin Redline 16 GB,None,None,DDR4-3000,4 x 4GB,None,Red / White,10 ns,15
Mushkin Blackline 8 GB,None,None,DDR3-2133,2 x 4GB,None,Black / White,9.376 ns,10
Mushkin Redline 8 GB,None,None,DDR4-3200,2 x 4GB,None,Red / White,10 ns,16
Mushkin Redline 8 GB,None,None,DDR4-3000,2 x 4GB,None,Red / White,10 ns,15
TEAMGROUP Vulcan Orange 8 GB,None,None,DDR3-2133,2 x 4GB,None,Orange,10.314 ns,11
TEAMGROUP Vulcan 16 GB,None,None,DDR3-2400,2 x 8GB,None,Red,9.167 ns,11
Kingston KVR16LR11D4/16HB 16 GB,None,None,DDR3-1600,1 x 16GB,None,Black / Green,13.75 ns,11
Kingston KVR16LR11S4/8HB 8 GB,None,None,DDR3-1600,1 x 8GB,None,Black / Green,13.75 ns,11
Kingston KVR16R11D4/16HB 16 GB,None,$107.66,DDR3-1600,1 x 16GB,$6.729,Black / Green,13.75 ns,11
Kingston KVR16R11S4/8HB 8 GB,None,$144.74,DDR3-1600,1 x 8GB,$18.093,Black / Green,13.75 ns,11
Patriot PSD34G1600L82S 4 GB,None,None,DDR3-1600,1 x 4GB,None,Black / Green,13.75 ns,11
Mushkin Redline 8 GB,None,None,DDR4-2666,1 x 8GB,None,Red / White,11.253 ns,15
Mushkin Redline 8 GB,None,None,DDR4-3000,1 x 8GB,None,Red / White,10 ns,15
Mushkin Redline 32 GB,None,None,DDR4-3000,4 x 8GB,None,Red / White,10 ns,15
Mushkin Redline 8 GB,None,None,DDR4-2400,2 x 4GB,None,Red / White,10.833 ns,13
Mushkin Redline 16 GB,None,None,DDR4-3000,2 x 8GB,None,Red / White,10 ns,15
Wintec 3SH13339R5-8GR 8 GB,None,None,DDR3-1333,1 x 8GB,None,Black / Green,13.503 ns,9
Corsair Dominator Platinum 16 GB,None,None,DDR4-3000,4 x 4GB,None,Black / Silver,10 ns,15
Crucial Ballistix Elite 8 GB,4.5,None,DDR4-2666,1 x 8GB,None,Black,12.003 ns,16
Corsair TW3X4G1333C9A 4 GB,None,None,DDR3-1333,2 x 2GB,None,Black / Blue,13.503 ns,9
G.Skill Ripjaws 4 16 GB,None,None,DDR4-3200,4 x 4GB,None,Black / Red,9.375 ns,15
Kingston KVR16LE11S8/4HB 4 GB,None,None,DDR3-1600,1 x 4GB,None,Black / Green,13.75 ns,11
Mushkin Redline 4 GB,None,None,DDR4-2800,1 x 4GB,None,Red / White,10.714 ns,15
Mushkin Blackline 4 GB,None,None,DDR4-2800,1 x 4GB,None,Black / White,11.429 ns,16
Mushkin Redline 32 GB,None,None,DDR4-2666,4 x 8GB,None,Red / White,11.253 ns,15
Mushkin Redline 16 GB,None,None,DDR4-2800,4 x 4GB,None,Red / White,10.714 ns,15
Mushkin Blackline 16 GB,None,None,DDR4-2800,4 x 4GB,None,Black / White,11.429 ns,16
Mushkin Redline 8 GB,None,None,DDR4-2400,2 x 4GB,None,Red / White,12.5 ns,15
Mushkin Redline 8 GB,None,None,DDR4-2800,2 x 4GB,None,Red / White,10.714 ns,15
Mushkin Blackline 8 GB,None,None,DDR4-2800,2 x 4GB,None,Black / White,11.429 ns,16
TEAMGROUP R-DIMM 32 GB,None,None,DDR3-1333,1 x 32GB,None,Silver,13.503 ns,9
Patriot Viper 4 16 GB,None,$101.63,DDR4-2666,4 x 4GB,$6.352,Black / Red,11.253 ns,15
Patriot Viper 4 16 GB,None,None,DDR4-2800,4 x 4GB,None,Black / Red,11.429 ns,16
Corsair Dominator Platinum 16 GB,None,None,DDR4-3333,4 x 4GB,None,Black / Silver,9.601 ns,16
Corsair Dominator Platinum 64 GB,None,None,DDR4-2800,8 x 8GB,None,Black / Silver,10.714 ns,15
Samsung M393B1G73DB0-YK0 8 GB,None,None,DDR3-1600,1 x 8GB,None,Black / Green,13.75 ns,11
Mushkin Blackline 32 GB,None,None,DDR4-2800,4 x 8GB,None,Black / White,11.429 ns,16
Mushkin Blackline 8 GB,None,None,DDR4-2800,1 x 8GB,None,Black / White,11.429 ns,16
GeIL GPW38GB3000C13DC 8 GB,None,None,DDR3-3000,2 x 4GB,None,Black / White,8.667 ns,13
Kingston HX321LS11IB2K2/8 8 GB,None,None,DDR3-2133,1 x 8GB,None,Black / Silver,10.314 ns,11
Silicon Power SP008GXLYU16ANDA 8 GB,None,None,DDR3-1600,2 x 4GB,None,Red,11.25 ns,9
Silicon Power SP008GXLYU18ANDA 8 GB,None,None,DDR3-1866,2 x 4GB,None,Red,9.646 ns,9
Silicon Power SP008GXLYU21ANDA 8 GB,None,None,DDR3-2133,2 x 4GB,None,Red,10.314 ns,11
Silicon Power SP008GXLYU24ANDA 8 GB,None,None,DDR3-2400,2 x 4GB,None,Red,9.167 ns,11
Silicon Power SP016GXLYU16ANDA 16 GB,None,None,DDR3-1600,2 x 8GB,None,Red,11.25 ns,9
Silicon Power SP016GXLYU18ANDA 16 GB,None,None,DDR3-1866,2 x 8GB,None,Red,9.646 ns,9
Silicon Power SP016GXLYU21ANDA 16 GB,None,None,DDR3-2133,2 x 8GB,None,Red,10.314 ns,11
Silicon Power SP016GXLYU24ANDA 16 GB,None,None,DDR3-2400,2 x 8GB,None,Red,9.167 ns,11
ADATA AX4U3000W8G16-QGZ 32 GB,None,None,DDR4-3000,4 x 8GB,None,Gold,10.667 ns,16
ADATA AX4U3300W4G16-QGZ 16 GB,None,None,DDR4-3300,4 x 4GB,None,Gold,9.697 ns,16
ADATA AX4U3333W4G16-QGZ 16 GB,None,None,DDR4-3333,4 x 4GB,None,Gold,9.601 ns,16
Pareema MD316D81610L1 8 GB,None,None,DDR3-1600,1 x 8GB,None,Black / Green,12.5 ns,10
Pareema MD316D81610L2 16 GB,None,None,DDR3-1600,2 x 8GB,None,Black / Green,12.5 ns,10
Pareema MD316D81610S1 8 GB,None,None,DDR3-1600,1 x 8GB,None,Black / Green,12.5 ns,10
Pareema MD316D81610S2 16 GB,None,None,DDR3-1600,2 x 8GB,None,Black / Green,12.5 ns,10
Pareema MD316D81611L1 8 GB,None,None,DDR3-1600,1 x 8GB,None,Black / Green,13.75 ns,11
Pareema MD316D81611L2 16 GB,None,None,DDR3-1600,2 x 8GB,None,Black / Green,13.75 ns,11
Kingston KVR21N15/4 4 GB,None,None,DDR4-2133,1 x 4GB,None,Black / Green,14.065 ns,15
Mushkin Redline 16 GB,None,None,DDR3-1600,4 x 4GB,None,Red / White,8.75 ns,7
Mushkin Redline 8 GB,None,None,DDR3-1600,2 x 4GB,None,Red / White,8.75 ns,7
Mushkin Blackline 8 GB,None,None,DDR3-1600,2 x 4GB,None,Black / White,10 ns,8
Klevv Genuine 8 GB,None,None,DDR3-1866,2 x 4GB,None,Black / Silver,9.646 ns,9
Klevv Genuine 8 GB,None,None,DDR3-2133,2 x 4GB,None,Black / Silver,9.376 ns,10
Klevv Genuine 8 GB,None,None,DDR3-2666,2 x 4GB,None,Black / Silver,9.002 ns,12
Klevv Genuine 8 GB,None,None,DDR3-2933,2 x 4GB,None,Black / Silver,8.183 ns,12
Klevv Neo 8 GB,None,None,DDR3-1600,2 x 4GB,None,Silver,11.25 ns,9
Klevv Neo 8 GB,None,None,DDR3-1866,2 x 4GB,None,Silver,9.646 ns,9
Klevv Neo 8 GB,None,None,DDR3-2133,2 x 4GB,None,Silver,9.376 ns,10
Klevv Neo 8 GB,None,None,DDR3-2400,2 x 4GB,None,Silver,9.167 ns,11
Klevv Neo 16 GB,None,None,DDR3-1600,2 x 8GB,None,Silver,11.25 ns,9
Klevv Neo 16 GB,None,None,DDR3-1866,2 x 8GB,None,Silver,9.646 ns,9
Klevv Neo 16 GB,None,None,DDR3-2133,2 x 8GB,None,Silver,9.376 ns,10
Klevv Neo 16 GB,None,None,DDR3-2400,2 x 8GB,None,Silver,9.167 ns,11
Kingston KVR13LR9D8/8 8 GB,None,None,DDR3-1333,1 x 8GB,None,Green,13.503 ns,9
Kingston KVR13LR9D8/8EF 8 GB,None,None,DDR3-1333,1 x 8GB,None,Green,13.503 ns,9
Kingston KVR13LR9D8K3/12 12 GB,None,None,DDR3-1333,3 x 4GB,None,Green,13.503 ns,9
Kingston KVR13LR9D8K4/16 16 GB,None,None,DDR3-1333,4 x 4GB,None,Green,13.503 ns,9
Kingston KVR13LR9Q4/32 32 GB,None,None,DDR3-1333,1 x 32GB,None,Beige,13.503 ns,9
Kingston KVR13LR9Q8/16 16 GB,None,None,DDR3-1333,1 x 16GB,None,Green,13.503 ns,9
Kingston KVR13LR9Q8/16EF 16 GB,None,None,DDR3-1333,1 x 16GB,None,Green,13.503 ns,9
Kingston KVR13LR9S4/4 4 GB,None,None,DDR3-1333,1 x 4GB,None,Green,13.503 ns,9
Kingston KVR13LR9S4/8 8 GB,None,$24.99,DDR3-1333,1 x 8GB,$3.124,Green,13.503 ns,9
Kingston KVR13LR9S4/8HA 8 GB,None,$28.99,DDR3-1333,1 x 8GB,$3.624,Green,13.503 ns,9
Kingston KVR13LR9S4L/8 8 GB,None,None,DDR3-1333,1 x 8GB,None,Green,13.503 ns,9
Kingston KVR13LR9S8/2 2 GB,None,None,DDR3-1333,1 x 2GB,None,Green,13.503 ns,9
Kingston KVR13LR9S8/4 4 GB,None,None,DDR3-1333,1 x 4GB,None,Green,13.503 ns,9
Kingston KVR13LR9S8/4EF 4 GB,None,None,DDR3-1333,1 x 4GB,None,Green,13.503 ns,9
Kingston KVR13LSE9/8 8 GB,None,$120.00,DDR3-1333,1 x 8GB,$15.000,Green,13.503 ns,9
Kingston KVR13LSE9S8/4 4 GB,None,None,DDR3-1333,1 x 4GB,None,Green,13.503 ns,9
Kingston KVR13R9D4/16 16 GB,None,$32.97,DDR3-1333,1 x 16GB,$2.061,Green,13.503 ns,9
Kingston KVR13R9D4/16I 16 GB,None,$44.99,DDR3-1333,1 x 16GB,$2.812,Green,13.503 ns,9
Kingston KVR13R9D4/8I 8 GB,None,$44.60,DDR3-1333,1 x 8GB,$5.575,Green,13.503 ns,9
Kingston KVR13R9D4K3/48I 48 GB,None,$98.99,DDR3-1333,3 x 16GB,$2.062,Green,13.503 ns,9
Kingston KVR13R9D4K4/64 64 GB,None,None,DDR3-1333,4 x 16GB,None,Green,13.503 ns,9
Kingston KVR13R9D4K4/64I 64 GB,None,None,DDR3-1333,4 x 16GB,None,Green,13.503 ns,9
Kingston KVR13R9D8/8 8 GB,None,$59.81,DDR3-1333,1 x 8GB,$7.476,Green,13.503 ns,9
Kingston KVR13R9S4/4I 4 GB,None,$14.99,DDR3-1333,1 x 4GB,$3.748,Green,13.503 ns,9
Kingston KVR13R9S4L/8 8 GB,None,None,DDR3-1333,1 x 8GB,None,Green,13.503 ns,9
Kingston KVR16E11/2 2 GB,None,None,DDR3-1600,1 x 2GB,None,Green,13.75 ns,11
Kingston KVR16E11/8EF 8 GB,None,None,DDR3-1600,1 x 8GB,None,Green,13.75 ns,11
Kingston KVR16E11S8/4EF 4 GB,None,None,DDR3-1600,1 x 4GB,None,Green,13.75 ns,11
Kingston KVR16LE11/8EF 8 GB,None,None,DDR3-1600,1 x 8GB,None,Green,13.75 ns,11
Kingston KVR16LE11/8I 8 GB,None,$68.98,DDR3-1600,1 x 8GB,$8.623,Green,13.75 ns,11
Kingston KVR16LE11L/4 4 GB,None,None,DDR3-1600,1 x 4GB,None,Green,13.75 ns,11
Mushkin Proline 8 GB,None,None,DDR3-1066,1 x 8GB,None,Silver,13.133 ns,7
Mushkin Proline 8 GB,None,$29.80,DDR3-1333,1 x 8GB,$3.725,Silver,13.503 ns,9
Mushkin Proline 16 GB,None,None,DDR3-1066,1 x 16GB,None,Green,13.133 ns,7
Mushkin Proline 16 GB,None,$74.45,DDR3-1333,1 x 16GB,$4.653,Green,13.503 ns,9
Mushkin Proline 16 GB,None,$47.56,DDR3-1333,1 x 16GB,$2.973,Blue,13.503 ns,9
Mushkin Proline 16 GB,None,None,DDR3-1600,1 x 16GB,None,Green,13.75 ns,11
Mushkin Proline 32 GB,None,None,DDR3-1066,1 x 32GB,None,Green,13.133 ns,7
Mushkin Proline 16 GB,None,$44.10,DDR3-1600,1 x 16GB,$2.756,Green,13.75 ns,11
